layer_idx,head_idx,best_accuracy,best_epoch,timestamp
21,6,0.815,11,2025-09-12 03:48:08
21,7,0.78,15,2025-09-12 03:48:08
21,8,0.81,5,2025-09-12 03:48:08
21,9,0.785,8,2025-09-12 03:48:08
21,10,0.8375,11,2025-09-12 03:48:08
21,11,0.7625,17,2025-09-12 03:48:08
22,0,0.81,11,2025-09-12 03:48:08
22,1,0.76,4,2025-09-12 03:48:08
22,2,0.8025,8,2025-09-12 03:48:08
22,3,0.82,13,2025-09-12 03:48:08
22,4,0.82,13,2025-09-12 03:48:08
22,5,0.85,10,2025-09-12 03:48:08
22,6,0.8225,9,2025-09-12 03:48:08
22,7,0.7725,17,2025-09-12 03:48:08
22,8,0.7975,14,2025-09-12 03:48:08
22,9,0.8325,12,2025-09-12 03:48:08
22,10,0.7925,10,2025-09-12 03:48:08
22,11,0.8175,15,2025-09-12 03:48:08
23,0,0.79,8,2025-09-12 03:48:08
23,1,0.835,6,2025-09-12 03:48:08
23,2,0.7875,19,2025-09-12 03:48:08
23,3,0.7375,5,2025-09-12 03:48:08
23,4,0.8275,8,2025-09-12 03:48:08
23,5,0.8,9,2025-09-12 03:48:08
23,6,0.805,15,2025-09-12 03:48:08
23,7,0.8,5,2025-09-12 03:48:08
23,8,0.7975,4,2025-09-12 03:48:08
23,9,0.855,10,2025-09-12 03:48:08
23,10,0.84,11,2025-09-12 03:48:08
23,11,0.8525,8,2025-09-12 03:48:08
24,0,0.835,16,2025-09-12 03:48:08
24,1,0.875,14,2025-09-12 03:48:08
24,2,0.8575,13,2025-09-12 03:48:08
24,3,0.84,3,2025-09-12 03:48:08
24,4,0.87,12,2025-09-12 03:48:08
24,5,0.85,16,2025-09-12 03:48:08
24,6,0.8625,13,2025-09-12 03:48:08
24,7,0.81,14,2025-09-12 03:48:08
24,8,0.8275,3,2025-09-12 03:48:08
24,9,0.7975,15,2025-09-12 03:48:08
24,10,0.7725,5,2025-09-12 03:48:08
24,11,0.7975,12,2025-09-12 03:48:08
25,0,0.8275,8,2025-09-12 03:48:08
25,1,0.8175,8,2025-09-12 03:48:08
25,2,0.84,11,2025-09-12 03:48:08
25,3,0.865,7,2025-09-12 03:48:08
25,4,0.8625,10,2025-09-12 03:48:08
25,5,0.8325,12,2025-09-12 03:48:08
25,6,0.8225,13,2025-09-12 03:48:08
25,7,0.8025,19,2025-09-12 03:48:08
25,8,0.85,8,2025-09-12 03:48:08
25,9,0.825,11,2025-09-12 03:48:08
25,10,0.805,14,2025-09-12 03:48:08
25,11,0.81,10,2025-09-12 03:48:08
26,0,0.8525,17,2025-09-12 03:48:08
26,1,0.8175,17,2025-09-12 03:48:08
26,2,0.825,16,2025-09-12 03:48:08
26,3,0.83,11,2025-09-12 03:48:08
26,4,0.8325,8,2025-09-12 03:48:08
26,5,0.785,11,2025-09-12 03:48:08
